FID,Station_Co,latitude,longitude,agency
516,SN470,52.691400000000002,-9.043699999999999,EPA
517,SN480,52.699900000000000,-9.001099999999999,EPA
518,SN500,52.600800000000000,-8.973800000000001,EPA
519,SN510,52.604500000000002,-8.976500000000000,EPA
520,SN520,52.619500000000002,-8.987700000000000,EPA
521,SN530,52.643182000000003,-9.003882000000001,EPA
522,SN640,52.650500000000001,-9.086600000000001,EPA
523,SN650,52.626800000000003,-9.134900000000000,EPA
524,SN660,52.605699999999999,-9.195600000000001,EPA
525,SN670,52.577800000000003,-9.285700000000000,EPA
526,SN680,52.602800000000002,-9.360700000000000,EPA
527,SN690,52.602800000000002,-9.360700000000000,EPA
528,SN700,52.596499999999999,-9.445600000000001,EPA
529,SN710,52.609234999999998,-9.484476344999999,EPA
530,SN720,52.584910999999998,-9.575975696000000,EPA
531,SN730,52.591700000000003,-9.666700000000001,EPA
532,SN740,52.545699999999997,-9.782000000000000,EPA
533,SN750,52.538899999999998,-10.000000000000000,EPA
534,SN760,52.435299999999998,-10.000000000000000,EPA
535,SR010,52.488100000000003,-6.932000000000000,EPA
536,SR020,52.420800000000000,-6.936600000000000,EPA
537,SR100,52.500700000000002,-7.091400000000000,EPA
538,SR110,52.486499999999999,-7.063000000000000,EPA
539,SR120,52.426800000000000,-7.008400000000000,EPA
540,SR200,52.413367000000001,-6.945739000000000,EPA
541,SR210,52.396599999999999,-6.951800000000000,EPA
542,SR220,52.367400000000004,-6.972000000000000,EPA
543,SR230,52.354700000000001,-6.992400000000000,EPA
544,SR240,52.332299999999996,-6.991500000000000,EPA
545,SR250,52.306100000000001,-7.006400000000000,EPA
546,SR260,52.294699999999999,-7.017300000000000,EPA
547,SR270,52.281900000000000,-7.005800000000000,EPA
548,SR310,52.350600000000000,-7.462100000000000,EPA
549,SR320,52.346800000000002,-7.419600000000000,EPA
550,SR323,52.353200000000001,-7.381000000000000,EPA
551,SR330,52.327399999999997,-7.317200000000000,EPA
552,SR333,52.286900000000003,-7.301700000000000,EPA
553,SR340,52.289900000000003,-7.285600000000000,EPA
554,SR343,52.257899999999999,-7.261200000000000,EPA
555,SR350,52.262200000000000,-7.242100000000000,EPA
556,SR360,52.241500000000002,-7.223400000000000,EPA
557,SR370,52.263700000000000,-7.183500000000000,EPA
558,SR380,52.277000000000001,-7.164200000000000,EPA
559,SR390,52.288100000000000,-7.146400000000000,EPA
560,SR400,52.271700000000003,-7.137700000000000,EPA
561,SR410,52.264099999999999,-7.119000000000000,EPA
562,SR420,52.250599999999999,-7.111900000000000,EPA
563,SR430,52.257899999999999,-7.099600000000000,EPA
564,SR440,52.251600000000003,-7.087800000000000,EPA
565,SR460,52.256399999999999,-7.052100000000000,EPA
566,SR480,52.266500000000001,-7.030200000000000,EPA
567,SR490,52.272399999999998,-7.012900000000000,EPA
568,SR510,52.274500000000003,-6.988300000000000,EPA
569,SR520,52.258400000000002,-6.991600000000000,EPA
570,SR530,52.239100000000001,-6.960700000000000,EPA
571,SR540,52.220999999999997,-6.946900000000000,EPA
572,SR550,52.199599999999997,-6.936000000000000,EPA
573,SR560,52.179099999999998,-6.927600000000000,EPA
574,SR610,52.178899999999999,-6.904600000000000,EPA
575,SR620,52.162399999999998,-6.970900000000000,EPA
576,SR630,52.152200000000001,-6.948800000000000,EPA
577,SR640,52.152400000000000,-6.918600000000000,EPA
578,SR650,52.143900000000002,-6.985400000000000,EPA
579,SR660,52.135100000000001,-6.959700000000000,EPA
580,SR670,52.127099999999999,-6.937000000000000,EPA
581,SW010,54.246298000000003,-9.715033999999999,EPA
582,SW020,54.265079999999998,-9.765964162000000,EPA
583,SW100,54.271729999999998,-9.803380000000001,EPA
584,SW140,54.258361999999998,-9.741042999999999,EPA
585,SW150,54.285307000000003,-9.806725000000000,EPA
586,SW160,54.292935999999997,-9.807793226999999,EPA
587,SW170,54.297055000000000,-9.842897000000001,EPA
588,SY010,52.492699999999999,-6.569400000000000,EPA
589,SY110,52.454300000000003,-6.561900000000000,EPA
590,SY120,52.423099999999998,-6.565300000000000,EPA
591,SY130,52.384518999999997,-6.568775000000000,EPA
592,SY200,52.392299999999999,-6.470100000000000,EPA
593,SY205,52.351739000000002,-6.512169241000000,EPA
594,SY210,52.361499999999999,-6.471200000000000,EPA
595,SY220,52.346100000000000,-6.470200000000000,EPA
596,SY230,52.341799999999999,-6.460100000000000,EPA
597,SY250,52.335400000000000,-6.448700000000000,EPA
598,SY260,52.332200000000000,-6.450200000000000,EPA
599,SY270,52.342399999999998,-6.435900000000000,EPA
600,SY280,52.336700000000000,-6.433400000000000,EPA
601,SY290,52.325800000000001,-6.437000000000000,EPA
602,SY300,52.348599999999998,-6.422400000000000,EPA
603,SY410,52.334299999999999,-6.419000000000000,EPA
604,SY430,52.343000000000004,-6.409600000000000,EPA
605,SY450,52.345900000000000,-6.389200000000000,EPA
606,SY470,52.338200000000001,-6.371600000000000,EPA
607,SY500,52.355300000000000,-6.424400000000000,EPA
608,SY510,52.357199999999999,-6.424300000000000,EPA
609,SY530,52.306730000000002,-6.427182000000000,EPA
610,SY720,52.289999999999999,-6.390000000000000,EPA
611,TN010,54.145578999999998,-9.803087000000000,EPA
612,TN020,54.109487000000001,-9.837710329000000,EPA
613,TN030,54.083544000000003,-9.879102774000000,EPA
614,TN040,54.068652999999998,-9.870381889000001,EPA
615,TN060,54.050449999999998,-9.901799270000000,EPA
616,TN100,54.067131000000003,-9.832376999999999,EPA
617,TN115,54.060000000000002,-9.859999999999999,EPA
618,TN120,54.072670000000002,-9.893810000000000,EPA
619,TN130,54.138083999999999,-9.815461000000001,EPA
620,TN140,54.073529999999998,-9.845530000000000,EPA
621,TN160,54.048470000000002,-9.894140000000000,EPA
622,VL010,51.887289000000003,-10.396315590000000,EPA
623,VL020,51.887065999999997,-10.364977240000000,EPA
624,VL030,51.896858000000002,-10.323905310000001,EPA
625,VL040,51.911907999999997,-10.285689650000000,EPA
626,VL050,51.919189000000003,-10.268033930000000,EPA
627,VL060,51.927104999999997,-10.282833510000000,EPA
628,VL100,51.932177000000003,-10.292389970000000,EPA
629,VL110,51.926422000000002,-10.314207250000001,EPA
630,VL120,51.932495000000003,-10.315540420000000,EPA
631,VL200,51.948298999999999,-10.235218290000001,EPA
632,VL210,51.943455999999998,-10.247492990000000,EPA
633,VL220,51.936089000000003,-10.267752270000001,EPA
634,VY020,53.002772999999998,-6.055975000000000,EPA
635,VY040,53.000084999999999,-6.055413000000000,EPA
636,VY060,52.988737000000000,-6.048239000000000,EPA
637,VY080,52.982080000000003,-6.041284000000000,EPA
638,VY100,52.982089000000002,-6.032492000000000,EPA
639,WT005,53.797435000000000,-9.580662999999999,EPA
640,WT010,53.795471999999997,-9.601694000000000,EPA
641,WT020,53.802306000000002,-9.615306000000000,EPA
642,WT030,53.808889000000001,-9.647694000000000,EPA
