FID,Station_Co,latitude,longitude,agency
175,CY130,51.581817000000001,-8.843827909000000,EPA
176,CY140,51.588057999999997,-8.822733897000001,EPA
177,CY150,51.587381000000001,-8.833962658000001,EPA
178,DB010,53.347299999999997,-6.291600000000000,EPA
179,DB015,53.345123999999998,-6.273052000000000,EPA
180,DB020,53.347799999999999,-6.251700000000000,EPA
181,DB120,53.344099999999997,-6.230100000000000,EPA
182,DB210,53.345500000000001,-6.224900000000000,EPA
183,DB220,53.343800000000002,-6.195100000000000,EPA
184,DB300,53.368200000000002,-6.255100000000000,EPA
185,DB310,53.360500000000002,-6.237800000000000,EPA
186,DB320,53.358899999999998,-6.229100000000000,EPA
187,DB330,53.357407000000002,-6.210435000000000,EPA
188,DB340,53.353520000000003,-6.191072000000000,EPA
189,DB350,53.359400000000001,-6.179700000000000,EPA
190,DB410,53.343060000000001,-6.174158000000000,EPA
191,DB420,53.342979999999997,-6.149010000000000,EPA
192,DB430,53.350000000000001,-6.136700000000000,EPA
193,DB450,53.333300000000001,-6.137000000000000,EPA
194,DB510,53.351700000000001,-6.110800000000000,EPA
195,DB540,53.331699999999998,-6.116200000000000,EPA
196,DB550,53.318500000000000,-6.138700000000000,EPA
197,DB560,53.356499999999997,-6.076700000000000,EPA
198,DB570,53.324700000000000,-6.080200000000000,EPA
199,DB580,53.303300000000000,-6.115200000000000,EPA
200,DB610,53.356699999999996,-6.045800000000000,EPA
201,DB630,53.277500000000003,-6.062800000000000,EPA
202,DB710,53.376500000000000,-6.038500000000000,EPA
203,DB730,53.408999999999999,-6.045000000000000,EPA
204,DB740,53.445700000000002,-6.106500000000000,EPA
205,DB750,53.471499999999999,-6.103700000000000,EPA
206,DB770,53.511699999999998,-6.080500000000000,EPA
207,DB780,53.594999999999999,-6.104200000000000,EPA
208,DB800,53.625700000000002,-6.158700000000000,EPA
209,DB920,53.236699999999999,-6.086700000000000,EPA
210,DB930,53.208300000000001,-6.070200000000000,EPA
211,DB940,53.152999999999999,-6.043300000000000,EPA
212,DB950,53.111199999999997,-6.022500000000000,EPA
213,DB960,53.089799999999997,-5.970800000000000,EPA
214,DB970,53.049199999999999,-6.020000000000000,EPA
215,DB980,53.007199999999997,-6.023300000000000,EPA
216,DB990,52.978000000000002,-6.000000000000000,EPA
217,ER010,54.500179000000003,-8.183368000000000,EPA
218,ER020,54.500653999999997,-8.190229000000000,EPA
219,ER030,54.500838000000002,-8.194348000000000,EPA
220,ER040,54.501344000000003,-8.199572000000000,EPA
221,ER050,54.504432999999999,-8.208735000000001,EPA
222,ER055,54.507491999999999,-8.224570999999999,EPA
223,ER060,54.504337999999997,-8.237285000000000,EPA
224,ER070,54.510775000000002,-8.254476000000000,EPA
225,ER075,54.518481999999999,-8.261791000000001,EPA
226,ER080,54.515096999999997,-8.270504000000001,EPA
227,ES005,54.622002999999999,-8.090585000000001,EPA
228,ES010,54.651223000000002,-8.114091999999999,EPA
229,ES015,54.644300000000001,-8.130599999999999,EPA
230,ES020,54.636104000000003,-8.148837000000000,EPA
231,ES030,54.605426000000001,-8.133602000000000,EPA
232,ES040,54.632027999999998,-8.135944000000000,EPA
233,ES050,54.620359000000001,-8.134446828000000,EPA
234,GW010,54.894475000000000,-8.220098999999999,EPA
235,GW020,54.881588000000001,-8.242174000000000,EPA
236,GW025,54.868665999999997,-8.265686000000001,EPA
237,GW030,54.862079000000001,-8.276476000000001,EPA
238,GW040,54.844057999999997,-8.316169000000000,EPA
239,GW050,54.840000000000003,-8.350000000000000,EPA
240,GW060,54.850000000000001,-8.369999999999999,EPA
241,GW070,54.850000000000001,-8.390000000000001,EPA
242,GW080,54.859999999999999,-8.400000000000000,EPA
243,GW090,54.883425000000003,-8.406665987000000,EPA
244,GW100,54.869124999999997,-8.416999577000000,EPA
245,GW110,54.857802000000000,-8.453114627000000,EPA
246,GW120,54.877733999999997,-8.447497008999999,EPA
247,GW130,54.899920999999999,-8.448086786999999,EPA
248,GY110,53.267499999999998,-9.045400000000001,EPA
249,GY120,53.260700000000000,-9.037699999999999,EPA
250,GY130,53.253999999999998,-9.038700000000000,EPA
251,GY140,53.250599999999999,-9.049500000000000,EPA
252,GY150,53.249699999999997,-9.081099999999999,EPA
253,GY160,53.252099999999999,-9.013700000000000,EPA
254,GY170,53.258000000000003,-8.969500000000000,EPA
255,GY180,53.237499999999997,-9.034000000000001,EPA
256,GY190,53.236300000000000,-9.060200000000000,EPA
257,GY200,53.235500000000002,-9.106400000000001,EPA
258,GY210,53.232599999999998,-9.154100000000000,EPA
259,GY220,53.239277000000001,-9.214949000000001,EPA
260,GY230,53.222512000000002,-9.265870000000000,EPA
261,GY240,53.174613999999998,-9.266486000000000,EPA
262,GY250,53.187255000000000,-9.181720000000000,EPA
263,GY260,53.202030999999998,-9.122643999999999,EPA
264,IN010,51.551943999999999,-9.285693999999999,EPA
265,IN015,51.549472000000002,-9.298166999999999,EPA
266,IN017,51.546761369999999,-9.312564000000000,EPA
267,IN020,51.535027999999997,-9.319194000000000,EPA
268,IN030,51.520277999999998,-9.342167000000000,EPA
269,IN040,51.527444000000003,-9.368167000000000,EPA
270,IN050,51.506526000000001,-9.352734999999999,EPA
271,IN055,51.510767000000001,-9.377473999999999,EPA
272,IN060,51.497472000000002,-9.407556000000000,EPA
273,IN070,51.483778000000001,-9.374860999999999,EPA
274,KA010,53.162309999999998,-8.986310000000000,EPA
275,KA020,53.144638999999998,-8.939083000000000,EPA
276,KA025,53.148344999999999,-8.940201999999999,EPA
277,KA030,53.158332999999999,-8.947944000000000,EPA
278,KA040,53.166583000000003,-8.956528000000000,EPA
279,KA050,53.171750000000003,-8.965611000000001,EPA
280,KA060,53.176461000000003,-8.961110034000001,EPA
281,KA070,53.166361000000002,-8.944563000000000,EPA
282,KA080,53.161318999999999,-8.964665000000000,EPA
283,KB010,54.642400000000002,-8.430400000000001,EPA
284,KB020,54.642400000000002,-8.430400000000001,EPA
285,KB030,54.634599999999999,-8.439600000000000,EPA
286,KB050,54.635660000000001,-8.434799999999999,EPA
287,KB060,54.633000000000003,-8.439700000000000,EPA
288,KB070,54.631599999999999,-8.437300000000000,EPA
289,KB080,54.628000000000000,-8.435499999999999,EPA
290,KB090,54.621800000000000,-8.439800000000000,EPA
291,KB220,54.619000000000000,-8.387200000000000,EPA
292,KB230,54.612200000000001,-8.406200000000000,EPA
293,KB240,54.612200000000001,-8.406200000000000,EPA
294,KB310,54.605100000000000,-8.444400000000000,EPA
295,KB320,54.595900000000000,-8.463300000000000,EPA
296,KG010,51.779150000000001,-9.807390000000000,EPA
297,KG020,51.762850000000000,-9.780559999999999,EPA
298,KG030,51.764420000000001,-9.817700000000000,EPA
299,KG040,51.769219999999997,-9.837940000000000,EPA
300,KG050,51.781306999999998,-9.832140474999999,EPA
301,KH005,53.615600000000001,-9.670339999999999,EPA
302,KH010,53.618090000000002,-9.671650000000000,EPA
303,KH020,53.615600000000001,-9.670339999999999,EPA
304,KH030,53.595979999999997,-9.706270000000000,EPA
305,KH050,53.620190000000001,-9.859810000000000,EPA
306,KH060,53.606079999999999,-9.752459999999999,EPA
307,KH070,53.630000000000003,-9.869999999999999,EPA
308,KH100,53.616002999999999,-9.824261000000000,EPA
309,KH110,53.599950999999997,-9.781957000000000,EPA
310,KH120,53.600366000000001,-9.753917000000000,EPA
311,KH130,53.600575999999997,-9.719923000000000,EPA
312,KH140,53.597681000000001,-9.704826000000001,EPA
313,KH150,53.607751999999998,-9.684768999999999,EPA
314,KK010,53.360528000000002,-9.630889000000000,EPA
315,KK020,53.356417000000000,-9.702472000000000,EPA
316,KK030,53.321916999999999,-9.731111000000000,EPA
317,KK040,53.303252999999998,-9.635278000000000,EPA
318,KK050,53.285364000000001,-9.655029000000001,EPA
319,KK060,53.243051999999999,-9.714997000000000,EPA
320,KK110,53.365859999999998,-9.659700000000001,EPA
321,KK120,53.356330000000000,-9.687350000000000,EPA
322,KK130,53.305869999999999,-9.731619999999999,EPA
323,KK140,53.312190000000001,-9.689819999999999,EPA
324,KK160,53.266590000000001,-9.741370000000000,EPA
325,KN005,51.873072999999998,-9.562365000000000,EPA
326,KN010,51.874612999999997,-9.571405000000000,EPA
327,KN020,51.870691000000001,-9.581481999999999,EPA
328,KN030,51.872669999999999,-9.588910000000000,EPA
329,KN035,51.869849000000002,-9.605829999999999,EPA
330,KN040,51.858915000000003,-9.634071000000000,EPA
331,KN100,51.844862999999997,-9.651358000000000,EPA
332,KN140,51.847710999999997,-9.687095175000000,EPA
333,KN150,51.827399999999997,-9.758599999999999,EPA
334,KN155,51.811442999999997,-9.793645652000000,EPA
335,KN160,51.788800000000002,-9.877100000000000,EPA
336,KN165,51.757798999999999,-9.965170694999999,EPA
337,KN170,51.749200000000002,-10.035399999999999,EPA
338,LE030,51.892000000000003,-8.506200000000000,EPA
339,LE040,51.894700000000000,-8.510600000000000,EPA
340,LE110,51.896500000000003,-8.499700000000001,EPA
341,LE120,51.893400000000000,-8.494600000000000,EPA
342,LE130,51.900199999999998,-8.466300000000000,EPA
343,LE140,51.895299999999999,-8.469200000000001,EPA
344,LE150,51.899456000000001,-8.459071000000000,EPA
345,LE160,51.901932000000002,-8.446311000000000,EPA
346,LE170,51.900488000000003,-8.423487000000000,EPA
347,LE180,51.901370999999997,-8.402429000000000,EPA
348,LE200,51.926020999999999,-8.395003000000001,EPA
349,LE210,51.918917000000000,-8.396046000000000,EPA
350,LE220,51.906784000000002,-8.396375000000001,EPA
351,LE310,51.898266999999997,-8.390053000000000,EPA
352,LE330,51.886699999999998,-8.356500000000000,EPA
353,LE340,51.877800000000001,-8.336100000000000,EPA
354,LE350,51.904800000000002,-8.317500000000001,EPA
355,LE360,51.880000000000003,-8.330000000000000,EPA
356,LE380,51.837800000000001,-8.312600000000000,EPA
357,LE410,51.889499999999998,-8.303599999999999,EPA
358,LE420,51.885100000000001,-8.270799999999999,EPA
359,LE430,51.879800000000003,-8.243200000000000,EPA
360,LE440,51.881633000000001,-8.224330999999999,EPA
361,LE450,51.881700000000002,-8.204000000000001,EPA
362,LE510,51.905999999999999,-8.177300000000001,EPA
363,LE520,51.898299999999999,-8.171400000000000,EPA
364,LE530,51.895200000000003,-8.182300000000000,EPA
365,LE540,51.882599999999996,-8.189500000000001,EPA
366,LE550,51.869100000000003,-8.204000000000001,EPA
367,LE610,51.840499999999999,-8.242100000000001,EPA
368,LE620,51.836599999999997,-8.263299999999999,EPA
369,LE630,51.810499999999998,-8.269000000000000,EPA
370,LE810,51.789900000000003,-8.265200000000000,EPA
371,LE820,51.774600000000000,-8.274500000000000,EPA
372,LS010,54.948700000000002,-7.713600000000000,EPA
373,LS020,54.953400000000002,-7.699000000000000,EPA
374,LS030,54.956899999999997,-7.683100000000000,EPA
375,LS040,54.960799999999999,-7.681800000000000,EPA
376,LS050,54.964100000000002,-7.660400000000000,EPA
377,LS070,54.982599999999998,-7.639400000000000,EPA
378,LS080,55.000000000000000,-7.611600000000000,EPA
379,LS090,55.011699999999998,-7.578300000000000,EPA
380,LS100,55.025399999999998,-7.544300000000000,EPA
381,LS110,55.040500000000002,-7.544600000000000,EPA
382,LS120,55.048400000000001,-7.485600000000000,EPA
383,LS130,55.043399999999998,-7.507800000000000,EPA
384,LS140,55.046399999999998,-7.632500000000000,EPA
385,LS150,55.054299999999998,-7.617100000000000,EPA
386,LS160,55.059100000000001,-7.557900000000000,EPA
387,LS170,55.076700000000002,-7.552100000000000,EPA
388,LS180,55.093800000000002,-7.524500000000000,EPA
389,LS190,55.114500000000000,-7.501900000000000,EPA
390,LS200,55.128000000000000,-7.491900000000000,EPA
391,LS210,55.146200000000000,-7.499100000000000,EPA
392,LS220,55.174500000000002,-7.526200000000000,EPA
393,LS230,55.194299999999998,-7.555700000000000,EPA
394,LS240,55.201900000000002,-7.592400000000000,EPA
395,LS250,55.233300000000000,-7.576400000000000,EPA
396,LT010,52.273600000000002,-9.699400000000001,EPA
397,LT110,52.263700000000000,-9.712600000000000,EPA
398,LT120,52.255299999999998,-9.719200000000001,EPA
399,LT130,52.256399999999999,-9.739200000000000,EPA
400,LT150,52.263700000000000,-9.760400000000001,EPA
401,LT160,52.260199999999998,-9.760700000000000,EPA
402,LT170,52.270200000000003,-9.785800000000000,EPA
403,LT180,52.262900000000002,-9.793300000000000,EPA
404,LT190,52.272199999999998,-9.822400000000000,EPA
405,LT200,52.262914000000002,-9.823440000000000,EPA
406,LT210,52.270499999999998,-9.856199999999999,EPA
407,LT230,52.267809999999997,-9.882410000000000,EPA
408,MB010,55.105210000000000,-7.689780000000000,EPA
409,MB020,55.114840000000001,-7.700640000000000,EPA
410,MB030,55.129390000000001,-7.689500000000000,EPA
411,MB040,55.153509999999997,-7.683540000000000,EPA
412,MB050,55.162990000000001,-7.698870000000000,EPA
413,MB060,55.168520000000001,-7.713720000000000,EPA
414,MB070,55.182811999999998,-7.740891301000000,EPA
415,MB080,55.190300000000001,-7.756840000000000,EPA
416,MB090,55.188679999999998,-7.777930000000000,EPA
417,MB100,55.205610000000000,-7.805800000000000,EPA
418,MB110,55.219439999999999,-7.797670000000000,EPA
419,MB120,55.227890000000002,-7.781390000000000,EPA
420,MB130,55.248080999999999,-7.777806350000000,EPA
421,MB140,55.256233999999999,-7.771960837000000,EPA
422,MS010,53.384556000000003,-9.576222000000000,EPA
423,MS020,53.362389000000000,-9.598639000000000,EPA
424,MS030,53.335777999999998,-9.561833000000000,EPA
425,MS040,53.337361000000001,-9.594360999999999,EPA
426,MS050,53.328028000000003,-9.579556000000000,EPA
427,MS060,53.314749999999997,-9.571472000000000,EPA
428,MS110,53.352310000000003,-9.589380000000000,EPA
429,MS120,53.344520000000003,-9.581230000000000,EPA
430,MS130,53.335580000000000,-9.575900000000001,EPA
431,MS140,53.331009999999999,-9.602340000000000,EPA
432,MY010,54.121006000000001,-9.141655999999999,EPA
433,MY015,54.125813000000001,-9.142512925000000,EPA
434,MY020,54.129286000000000,-9.140124000000000,EPA
435,MY030,54.132263000000002,-9.138382999999999,EPA
436,MY040,54.138111000000002,-9.138071999999999,EPA
437,MY060,54.149461000000002,-9.139607000000000,EPA
438,MY070,54.160614000000002,-9.138306000000000,EPA
439,MY080,54.170774999999999,-9.137435999999999,EPA
440,MY090,54.185639000000002,-9.137921000000000,EPA
441,MY100,54.193297000000001,-9.130929999999999,EPA
442,MY110,54.200800000000001,-9.135579000000000,EPA
443,MY120,54.207132999999999,-9.140427000000001,EPA
444,MY130,54.218286999999997,-9.148399000000000,EPA
445,MY140,54.234558999999997,-9.182842080000000,EPA
446,MY150,54.220472000000001,-9.107244431000000,EPA
447,MY160,54.258687999999999,-9.173248253000001,EPA
448,MY170,54.268121999999998,-9.091013245999999,EPA
449,NB005,53.901916999999997,-9.571278000000000,EPA
450,NB010,53.886028000000003,-9.558083000000000,EPA
451,NB020,53.884000000000000,-9.579639000000000,EPA
452,NB030,53.880499999999998,-9.603389000000000,EPA
453,NB040,53.887548000000002,-9.585486000000000,EPA
454,NW010,55.284821999999998,-7.602591513000000,EPA
455,NW020,55.301366000000002,-7.608500171000000,EPA
456,NW030,55.264200000000002,-7.743139084000000,EPA
457,NW040,55.263962999999997,-7.788078112000000,EPA
458,NW050,54.969389999999997,-8.474821009999999,EPA
459,NW060,54.936534999999999,-8.468765404000001,EPA
460,NW070,54.904367999999998,-8.472377356000001,EPA
461,NW080,54.870893000000002,-8.500701251000001,EPA
462,RG010,53.506799999999998,-6.193600000000000,EPA
463,RG020,53.498100000000001,-6.182700000000000,EPA
464,RG030,53.500000000000000,-6.160000000000000,EPA
465,RG050,53.502499999999998,-6.144400000000000,EPA
466,RG060,53.504899999999999,-6.131900000000000,EPA
467,RG070,53.509999999999998,-6.130000000000000,EPA
468,RG080,53.510399999999997,-6.120300000000000,EPA
469,RG090,53.506799999999998,-6.105400000000000,EPA
470,RW030,51.466700000000003,-9.546200000000001,EPA
471,RW040,51.503700000000002,-9.527799999999999,EPA
472,RW050,51.456844199999999,-9.499115000000000,EPA
473,RW060,51.477552000000003,-9.444584000000001,EPA
474,RW070,51.489148200000002,-9.418354000000001,EPA
475,RW080,51.526422599999997,-9.428018000000000,EPA
476,RW090,51.454773000000003,-9.388673000000001,EPA
477,SB010,54.277979000000002,-8.482447000000001,EPA
478,SB020,54.284962000000000,-8.492938000000001,EPA
479,SB030,54.290362000000002,-8.499176000000000,EPA
480,SB040,54.299356000000003,-8.515934000000000,EPA
481,SB050,54.299891000000002,-8.539472000000000,EPA
482,SB060,54.304264000000003,-8.576781000000000,EPA
483,SB070,54.318908000000000,-8.604369000000000,EPA
484,SB080,54.327351999999998,-8.616942999999999,EPA
485,SB090,54.313828999999998,-8.651028000000000,EPA
486,SB100,54.264704000000002,-8.640210000000000,EPA
487,SB110,54.251308999999999,-8.619552000000001,EPA
488,SB115,54.254989999999999,-8.641870000000001,EPA
489,SB120,54.235480000000003,-8.588873000000000,EPA
490,SB130,54.221525999999997,-8.537317000000000,EPA
491,SB140,54.216059999999999,-8.513640000000001,EPA
492,SB145,54.231580999999998,-8.567619000000001,EPA
493,SB150,54.209743000000003,-8.509577000000000,EPA
494,SB155,54.253639999999997,-8.590809999999999,EPA
495,SN110,52.661900000000003,-8.635100000000000,EPA
496,SN120,52.656987999999998,-8.660821000000000,EPA
497,SN130,52.653900000000000,-8.699900000000000,EPA
498,SN140,52.666800000000002,-8.704800000000001,EPA
499,SN150,52.673600000000000,-8.728700000000000,EPA
500,SN160,52.676499999999997,-8.762900000000000,EPA
501,SN200,52.543500000000002,-8.767600000000000,EPA
502,SN210,52.568899999999999,-8.797900000000000,EPA
503,SN220,52.619399999999999,-8.764799999999999,EPA
504,SN230,52.644100000000002,-8.776300000000001,EPA
505,SN310,52.680799999999998,-8.820300000000000,EPA
506,SN330,52.679900000000004,-8.909000000000001,EPA
507,SN340,52.659599999999998,-8.986800000000001,EPA
508,SN350,52.649000000000001,-9.020899999999999,EPA
509,SN400,52.848100000000002,-8.973000000000001,EPA
510,SN410,52.815600000000003,-8.961700000000000,EPA
511,SN420,52.794899999999998,-8.922800000000001,EPA
512,SN430,52.777600000000000,-8.949100000000000,EPA
513,SN440,52.760199999999998,-8.987299999999999,EPA
514,SN450,52.736899999999999,-8.983800000000000,EPA
515,SN460,52.717199999999998,-8.973000000000001,EPA
